StartRange,EndRange,ISOCode,SrcGrpID
3575634712,3575634719,DE,9
3575634720,3575634767,BE,1
3575634768,3575634775,IT,11
3575634776,3575634783,BE,1
3575634784,3575634791,FR,8
3575634792,3575634799,ES,10
3575634800,3575634807,BE,1
3575634808,3575634815,SE,1
3575634816,3575634879,BE,1
3575634880,3575634911,GB,6
3575634912,3575634919,SE,1
3575634920,3575634927,GB,6
3575634928,3575634935,IT,11
3575634936,3575635015,BE,1
3575635016,3575635023,CH,1
3575635024,3575635039,ES,10
3575635040,3575635071,BE,1
3575635072,3575635087,SE,1
3575635088,3575635103,BE,1
3575635104,3575635119,PT,1
3575635120,3575635135,PL,1
3575635136,3575635151,DE,9
3575635152,3575635159,PT,1
3575635160,3575635167,BE,1
3575635168,3575635183,IT,11
3575635184,3575635199,BE,1
3575635200,3575635455,NO,1
3575635456,3575635463,RU,13
3575635464,3575635583,BE,1
3575635584,3575635615,EG,1
3575635616,3575635631,FI,1
3575635632,3575635647,BE,1
3575635648,3575635679,GB,6
3575635680,3575635695,BE,1
3575635696,3575635703,GB,6
3575635704,3575635775,BE,1
3575635776,3575635839,CH,1
3575635840,3575635847,GB,6
3575635848,3575635855,BE,1
3575635856,3575635871,TR,1
3575635872,3575635983,BE,1
3575635984,3575635999,DE,9
3575636000,3575636143,BE,1
3575636144,3575636151,HU,1
3575636152,3575636607,BE,1
3575636608,3575636735,FR,8
3575636736,3575636823,BE,1
3575636824,3575636831,RU,13
3575636832,3575636855,BE,1
3575636856,3575636863,DE,9
3575636864,3575636871,BE,1
3575636872,3575636879,ES,10
3575636880,3575636903,BE,1
3575636904,3575636911,CZ,1
3575636912,3575636983,BE,1
3575636984,3575636991,FR,8
3575636992,3575637039,BE,1
3575637040,3575637055,DE,9
3575637056,3575637151,BE,1
3575637152,3575637183,GB,6
3575637184,3575637407,BE,1
3575637408,3575637439,LU,1
3575637440,3575637471,GB,6
3575637472,3575638103,BE,1
3575638104,3575638111,GB,6
3575638112,3575638175,BE,1
3575638176,3575638239,GB,6
3575638240,3575638279,BE,1
3575638280,3575638287,RU,13
3575638288,3575638303,BE,1
3575638304,3575638335,NO,1
3575638336,3575638527,BE,1
3575638528,3575638543,DE,9
3575638544,3575638623,BE,1
3575638624,3575638639,PL,1
3575638640,3575638719,BE,1
3575638720,3575638735,NL,1
3575638736,3575638751,GR,1
3575638752,3575638767,BE,1
3575638768,3575638783,SE,1
3575638784,3575638911,BE,1
3575638912,3575638943,FR,8
3575638944,3575638975,GB,6
3575638976,3575639007,BE,1
3575639008,3575639011,GB,6
3575639012,3575639023,IE,1
3575639024,3575639039,PL,1
3575639040,3575644159,BE,1
3575644160,3575709695,DK,1
3575709696,3575732735,AT,1
3575732736,3575732863,LI,1
3575732864,3575736319,AT,1
3575736320,3575736831,LI,1
3575736832,3575742463,AT,1
3575742464,3575775231,RU,13
3575775232,3575775295,AT,1
3575775296,3575850719,NL,1
3575850720,3575850735,GB,6
3575850736,3575854079,NL,1
3575854080,3575854847,GB,6
3575854848,3575857151,NL,1
3575857152,3575857407,BE,1
3575857408,3575858529,NL,1
3575858530,3575858543,US,7
3575858544,3575860299,NL,1
3575860300,3575860303,BE,1
3575860304,3575866367,NL,1
3575866368,3575867135,US,7
3575867136,3575873535,NL,1
3575873536,3575906303,EE,1
3575906304,3575971839,FR,8
3575971840,3576037375,ES,10
3576038144,3576038655,GB,6
3576038912,3576039103,GB,6
3576039168,3576039679,GB,6
3576039808,3576039935,GB,6
3576040064,3576040127,GB,6
3576040216,3576040223,GB,6
3576040272,3576040287,GB,6
3576040352,3576040383,GB,6
3576040832,3576040959,GB,6
3576041472,3576041535,GB,6
3576041728,3576041799,GB,6
3576041832,3576041847,GB,6
3576041864,3576041871,GB,6
3576041880,3576041887,GB,6
3576041904,3576041919,GB,6
3576041936,3576041943,GB,6
3576041952,3576041975,GB,6
3576041984,3576042239,GB,6
3576042496,3576043007,GB,6
3576045568,3576045631,GB,6
3576045656,3576045679,GB,6
3576045712,3576045735,GB,6
3576045800,3576045823,GB,6
3576048128,3576048255,GB,6
3576048640,3576048767,GB,6
3576048832,3576050047,GB,6
3576050112,3576050431,GB,6
3576053760,3576054911,GB,6
3576055104,3576055111,GB,6
3576055120,3576055127,GB,6
3576055152,3576055167,GB,6
3576055184,3576055199,GB,6
3576055208,3576055215,GB,6
3576055248,3576055263,GB,6
3576055280,3576055551,GB,6
3576055680,3576055871,GB,6
3576055936,3576055999,GB,6
3576056192,3576056287,GB,6
3576056320,3576056447,GB,6
3576056704,3576056767,GB,6
3576056832,3576056839,GB,6
3576056856,3576056871,GB,6
3576056880,3576056911,GB,6
3576056920,3576056927,GB,6
3576056936,3576056943,GB,6
3576056952,3576056975,GB,6
3576056992,3576057007,GB,6
3576057040,3576057055,GB,6
3576057632,3576057647,GB,6
3576057712,3576057743,GB,6
3576057760,3576057775,GB,6
3576057824,3576057839,GB,6
3576058880,3576059007,GB,6
3576059648,3576059679,GB,6
3576059712,3576059743,GB,6
3576059776,3576059807,GB,6
3576060096,3576060159,GB,6
3576060288,3576060351,GB,6
3576061040,3576061055,GB,6
3576061120,3576061135,GB,6
3576061184,3576061439,GB,6
3576061584,3576061591,GB,6
3576061620,3576061631,GB,6
3576061640,3576061647,GB,6
3576061688,3576061695,GB,6
3576062144,3576062175,GB,6
3576062464,3576062479,GB,6
3576062976,3576063103,GB,6
3576064320,3576064448,GB,6
3576064544,3576064559,GB,6
3576065408,3576065535,GB,6
3576065856,3576065887,GB,6
3576066064,3576066079,GB,6
3576066272,3576066295,GB,6
3576066304,3576066431,GB,6
3576067072,3576067207,GB,6
3576067248,3576067255,GB,6
3576068352,3576068479,GB,6
3576068864,3576068927,GB,6
3576069056,3576069119,GB,6
3576069248,3576069279,GB,6
3576069312,3576069343,GB,6
3576070272,3576070399,GB,6
3576070696,3576070719,GB,6
3576070776,3576070911,GB,6
3576071296,3576071423,GB,6
3576071552,3576071679,GB,6
3576071936,3576071951,GB,6
3576072064,3576072079,GB,6
3576072288,3576072319,GB,6
3576072416,3576072511,GB,6
3576074688,3576074879,GB,6
3576075008,3576075039,GB,6
3576075104,3576075135,GB,6
3576075192,3576075199,GB,6
3576075264,3576075327,GB,6
3576075648,3576075711,GB,6
3576075776,3576075903,GB,6
3576076256,3576076351,GB,6
3576076568,3576076575,GB,6
3576076624,3576076631,GB,6
3576076704,3576076719,GB,6
3576076784,3576076791,GB,6
3576077328,3576077335,GB,6
3576077440,3576077471,GB,6
3576077568,3576077695,GB,6
3576077872,3576077887,GB,6
3576077936,3576077967,GB,6
3576078080,3576078175,GB,6
3576078464,3576078591,GB,6
3576079616,3576079871,GB,6
3576080000,3576080127,GB,6
3576080224,3576080255,GB,6
3576080776,3576080799,GB,6
3576080808,3576080815,GB,6
3576080824,3576080831,GB,6
3576080872,3576080879,GB,6
3576082080,3576082111,GB,6
3576082192,3576082223,GB,6
3576082688,3576082943,GB,6
3576083328,3576083455,GB,6
3576083776,3576083839,GB,6
3576083904,3576084095,GB,6
3576084352,3576084415,GB,6
3576084480,3576084543,GB,6
3576084608,3576084671,GB,6
3576084704,3576084735,GB,6
3576084864,3576084927,GB,6
3576085184,3576085215,GB,6
3576085696,3576085711,GB,6
3576086016,3576086143,GB,6
3576086368,3576086431,GB,6
3576086496,3576086527,GB,6
3576086560,3576086563,GB,6
3576086568,3576086571,GB,6
3576086576,3576086591,GB,6
3576086600,3576086603,GB,6
3576087808,3576087823,GB,6
3576087952,3576087967,GB,6
3576088032,3576088047,GB,6
3576088224,3576088231,GB,6
3576088376,3576088383,GB,6
3576088480,3576088511,GB,6
3576088960,3576088967,GB,6
3576088992,3576088999,GB,6
3576089024,3576089039,GB,6
3576089056,3576089063,GB,6
3576089440,3576089471,GB,6
3576089776,3576089791,GB,6
3576089824,3576089839,GB,6
3576091408,3576091423,GB,6
3576091456,3576091479,GB,6
3576091520,3576091535,GB,6
3576091968,3576091983,GB,6
3576092000,3576092031,GB,6
3576092096,3576092159,GB,6
3576092864,3576092903,GB,6
3576092928,3576093055,GB,6
3576093064,3576093071,GB,6
3576093184,3576093247,GB,6
3576095232,3576096512,GB,6
3576099072,3576100863,GB,6
3576101376,3576102911,GB,6
3576102912,3576109023,FR,8
3576109024,3576109055,DE,9
3576109056,3576119295,FR,8
3576119296,3576119455,CH,1
3576119456,3576119471,BE,1
3576119472,3576127487,CH,1
3576127488,3576131583,FR,8
3576131584,3576135679,CH,1
3576135680,3576168447,DE,9
3576168448,3576233983,GB,6
3576233984,3576236671,FR,8
3576236672,3576236687,GB,6
3576236688,3576236879,FR,8
3576236880,3576237055,GB,6
3576237056,3576237063,FR,8
3576237064,3576237071,GB,6
3576237072,3576237087,FR,8
3576237088,3576237135,GB,6
3576237136,3576237215,FR,8
3576237216,3576237279,GB,6
3576237280,3576237455,FR,8
3576237456,3576237503,GB,6
3576237504,3576237567,FR,8
3576237568,3576237583,GB,6
3576237584,3576237599,FR,8
3576237600,3576237679,GB,6
3576237680,3576237695,FR,8
3576237696,3576237759,GB,6
3576237760,3576237791,FR,8
3576237792,3576237823,GB,6
3576237824,3576237855,FR,8
3576237856,3576237871,GB,6
3576237872,3576237887,FR,8
3576237888,3576237919,GB,6
3576237920,3576237935,FR,8
3576237936,3576237951,GB,6
3576237952,3576237983,FR,8
3576237984,3576238015,GB,6
3576238016,3576238143,FR,8
3576238144,3576238159,GB,6
3576238160,3576238271,FR,8
3576238272,3576238287,GB,6
3576238288,3576238303,FR,8
3576238304,3576238335,GB,6
3576238336,3576238359,FR,8
3576238360,3576238367,GB,6
3576238368,3576238439,FR,8
3576238440,3576238447,GB,6
3576238448,3576238559,FR,8
3576238560,3576238591,GB,6
3576238592,3576238607,FR,8
3576238608,3576238623,GB,6
3576238624,3576238639,FR,8
3576238640,3576238655,GB,6
3576238656,3576238703,FR,8
3576238704,3576238719,GB,6
3576238720,3576238847,FR,8
3576238848,3576238911,GB,6
3576238912,3576238927,FR,8
3576238928,3576238959,GB,6
3576238960,3576239007,FR,8
3576239008,3576239023,GB,6
3576239024,3576239039,FR,8
3576239040,3576239055,GB,6
3576239056,3576239087,FR,8
3576239088,3576239103,GB,6
3576239104,3576240039,FR,8
3576240040,3576240047,GB,6
3576240048,3576240095,FR,8
3576240096,3576240127,GB,6
3576240128,3576240639,FR,8
3576240640,3576240895,GB,6
3576240896,3576241791,FR,8
3576241792,3576241807,GB,6
3576241808,3576241815,FR,8
3576241816,3576241823,GB,6
3576241824,3576241919,FR,8
3576241920,3576242111,GB,6
3576242112,3576243967,FR,8
3576243968,3576244223,GB,6
3576244224,3576246399,FR,8
3576246400,3576246527,GB,6
3576246528,3576246656,FR,8
3576246657,3576246783,GB,6
3576246784,3576249463,FR,8
3576249464,3576249471,GB,6
3576249472,3576249743,FR,8
3576249744,3576249791,GB,6
3576249792,3576249799,FR,8
3576249800,3576249823,GB,6
3576249824,3576249831,FR,8
3576249832,3576249840,GB,6
3576249841,3576249854,FR,8
3576249855,3576249855,GB,6
3576249856,3576251407,FR,8
3576251408,3576251599,GB,6
3576251600,3576251615,FR,8
3576251616,3576251647,GB,6
3576251648,3576253159,FR,8
3576253160,3576253183,GB,6
3576253184,3576254479,FR,8
3576254480,3576254495,GB,6
3576254496,3576254511,FR,8
3576254512,3576254527,GB,6
3576254528,3576254575,FR,8
3576254576,3576254615,GB,6
3576254616,3576254623,FR,8
3576254624,3576254639,GB,6
3576254640,3576254647,FR,8
3576254648,3576254663,GB,6
3576254664,3576254671,FR,8
3576254672,3576254679,GB,6
3576254680,3576254695,FR,8
3576254696,3576254711,GB,6
3576254712,3576254767,FR,8
3576254768,3576254783,GB,6
3576254784,3576254847,FR,8
3576254848,3576254855,GB,6
3576254856,3576254863,FR,8
3576254864,3576254879,GB,6
3576254880,3576254895,FR,8
3576254896,3576254903,GB,6
3576254904,3576255087,FR,8
3576255088,3576255167,GB,6
3576255168,3576255175,FR,8
3576255176,3576255199,GB,6
3576255200,3576255311,FR,8
3576255312,3576255319,GB,6
3576255320,3576255343,FR,8
3576255344,3576255359,GB,6
3576255360,3576255415,FR,8
3576255416,3576255423,GB,6
3576255424,3576255447,FR,8
3576255448,3576255455,GB,6
3576255456,3576255503,FR,8
3576255504,3576255511,GB,6
3576255512,3576255519,FR,8
3576255520,3576255527,GB,6
3576255528,3576255543,FR,8
3576255544,3576255551,GB,6
3576255552,3576255575,FR,8
3576255576,3576255583,GB,6
3576255584,3576255631,FR,8
3576255632,3576255647,GB,6
3576255648,3576255711,FR,8
3576255712,3576255727,GB,6
3576255728,3576255743,FR,8
3576255744,3576255759,GB,6
3576255760,3576255919,FR,8
3576255920,3576255935,GB,6
3576255936,3576255975,FR,8
3576255976,3576255983,GB,6
3576255984,3576255999,FR,8
3576256000,3576256047,GB,6
3576256048,3576256111,FR,8
3576256112,3576256143,GB,6
3576256144,3576256239,FR,8
3576256240,3576256255,GB,6
3576256256,3576256351,FR,8
3576256352,3576256367,GB,6
3576256368,3576256383,FR,8
3576256384,3576256415,GB,6
3576256416,3576256431,FR,8
3576256432,3576256447,GB,6
3576256448,3576256463,FR,8
3576256464,3576256527,GB,6
3576256528,3576256543,FR,8
3576256544,3576256559,GB,6
3576256560,3576256607,FR,8
3576256608,3576256623,GB,6
3576256624,3576256639,FR,8
3576256640,3576256671,GB,6
3576256672,3576256687,FR,8
3576256688,3576256767,GB,6
3576256768,3576256895,FR,8
3576256896,3576256959,GB,6
3576256960,3576256991,FR,8
3576256992,3576257007,GB,6
3576257008,3576257135,FR,8
3576257136,3576257151,GB,6
3576257152,3576257455,FR,8
3576257456,3576257471,GB,6
3576257472,3576257503,FR,8
3576257504,3576257535,GB,6
3576257536,3576257551,FR,8
3576257552,3576257583,GB,6
3576257584,3576257631,FR,8
3576257632,3576257647,GB,6
3576257648,3576257727,FR,8
3576257728,3576257791,GB,6
3576257792,3576257855,FR,8
3576257856,3576257871,GB,6
3576257872,3576257887,FR,8
3576257888,3576257903,GB,6
3576257904,3576257967,FR,8
3576257968,3576257975,GB,6
3576257976,3576258071,FR,8
3576258072,3576258079,GB,6
3576258080,3576258095,FR,8
3576258096,3576258127,GB,6
3576258128,3576258160,FR,8
3576258161,3576258167,GB,6
3576258168,3576258191,FR,8
3576258192,3576258207,GB,6
3576258208,3576258287,FR,8
3576258288,3576258295,GB,6
3576258296,3576258367,FR,8
3576258368,3576258399,GB,6
3576258400,3576258415,FR,8
3576258416,3576258431,GB,6
3576258432,3576258447,FR,8
3576258448,3576258463,GB,6
3576258464,3576258495,FR,8
3576258496,3576258511,GB,6
3576258512,3576258527,FR,8
3576258528,3576258575,GB,6
3576258576,3576258719,FR,8
3576258720,3576258783,GB,6
3576258784,3576258863,FR,8
3576258864,3576258895,GB,6
3576258896,3576259031,FR,8
3576259032,3576259087,GB,6
3576259088,3576259103,FR,8
3576259104,3576259199,GB,6
3576259200,3576259231,FR,8
3576259232,3576259247,GB,6
3576259248,3576259279,FR,8
3576259280,3576259295,GB,6
3576259296,3576259311,FR,8
3576259312,3576259327,GB,6
3576259328,3576259343,FR,8
3576259344,3576259359,GB,6
3576259360,3576259375,FR,8
3576259376,3576259391,GB,6
3576259392,3576259423,FR,8
3576259424,3576259439,GB,6
3576259440,3576259519,FR,8
3576259520,3576259583,GB,6
3576259584,3576259919,FR,8
3576259920,3576259935,GB,6
3576259936,3576260063,FR,8
3576260064,3576260079,GB,6
3576260080,3576260087,FR,8
3576260088,3576260095,GB,6
3576260096,3576260175,FR,8
3576260176,3576260191,GB,6
3576260192,3576260207,FR,8
3576260208,3576260223,GB,6
3576260224,3576260239,FR,8
3576260240,3576260255,GB,6
3576260256,3576260271,FR,8
3576260272,3576260335,GB,6
3576260336,3576260463,FR,8
3576260464,3576260543,GB,6
3576260544,3576260591,FR,8
3576260592,3576260607,GB,6
3576260608,3576260623,FR,8
3576260624,3576260639,GB,6
3576260640,3576260655,FR,8
3576260656,3576260687,GB,6
3576260688,3576260703,FR,8
3576260704,3576260735,GB,6
3576260736,3576260895,FR,8
3576260896,3576260927,GB,6
3576260928,3576260959,FR,8
3576260960,3576260999,GB,6
3576261000,3576261015,FR,8
3576261016,3576261023,GB,6
3576261024,3576261047,FR,8
3576261048,3576261055,GB,6
3576261056,3576261063,FR,8
3576261064,3576261071,GB,6
3576261072,3576261087,FR,8
3576261088,3576261095,GB,6
3576261096,3576261103,FR,8
3576261104,3576261111,GB,6
3576261112,3576262023,FR,8
3576262024,3576262031,GB,6
3576262032,3576262063,FR,8
3576262064,3576262071,GB,6
3576262072,3576263439,FR,8
3576263440,3576263455,GB,6
3576263456,3576263519,FR,8
3576263520,3576263551,GB,6
3576263552,3576263583,FR,8
3576263584,3576263599,GB,6
3576263600,3576263751,FR,8
3576263752,3576263759,GB,6
3576263760,3576263791,FR,8
3576263792,3576263903,GB,6
3576263904,3576263911,FR,8
3576263912,3576263919,GB,6
3576263920,3576264479,FR,8
3576264480,3576264511,GB,6
3576264512,3576264543,FR,8
3576264544,3576264559,GB,6
3576264560,3576264575,FR,8
3576264576,3576264607,GB,6
3576264608,3576264639,FR,8
3576264640,3576264703,GB,6
3576264704,3576265255,FR,8
3576265256,3576265263,GB,6
3576265264,3576265311,FR,8
3576265312,3576265327,GB,6
3576265328,3576265423,FR,8
3576265424,3576265439,GB,6
3576265440,3576265831,FR,8
3576265832,3576265839,GB,6
3576265840,3576265855,FR,8
3576265856,3576265863,GB,6
3576265864,3576265911,FR,8
3576265912,3576265935,GB,6
3576265936,3576266655,FR,8
3576266656,3576266671,GB,6
3576266672,3576266687,FR,8
3576266688,3576266751,GB,6
3576266752,3576299519,FR,8
3576299520,3576365055,AE,1
3576365056,3576430591,TR,1
3576430592,3576496127,FR,8
3576496128,3576561663,IT,11
3576561664,3576603135,NL,1
3576603136,3576603391,BE,1
3576603392,3576603647,FR,8
3576603648,3576604159,NL,1
3576604160,3576604415,HU,1
3576604416,3576605183,NL,1
3576605184,3576605439,RO,1
3576605440,3576605695,NL,1
3576605696,3576605951,CZ,1
3576605952,3576606207,AT,1
3576606208,3576606463,GB,6
3576606464,3576606719,NL,1
3576606720,3576606975,SE,1
3576606976,3576607231,NO,1
3576607232,3576607487,PL,1
3576607488,3576607743,DE,9
3576607744,3576619519,NL,1
3576619520,3576620031,AT,1
3576620032,3576620543,SE,1
3576620544,3576620799,GB,6
3576620800,3576622335,NL,1
3576622336,3576622591,GB,6
3576622592,3576623871,NL,1
3576623872,3576624127,AT,1
3576624128,3576627199,NL,1
3576627200,3576692735,AT,1
3576692736,3576758271,GB,6
3576758272,3576823807,BE,1
3576823808,3576889343,SE,1
3576889344,3576954879,NL,1
3576954880,3576987647,ES,10
3576987648,3577020415,GB,6
3577020416,3577085951,NL,1
3577085952,3577151487,DE,9
3577151488,3577167871,GB,6
3577184256,3577217023,CH,1
3577217024,3577263167,FR,8
3577263168,3577263199,US,7
3577263200,3577266687,FR,8
3577266688,3577266943,US,7
3577266944,3577282559,FR,8
3577282560,3577329407,IL,1
3577329408,3577329471,IT,11
3577329472,3577348095,IL,1
3577348096,3577392767,PT,1
3577392768,3577392783,DE,9
3577392784,3577413631,PT,1
3577413632,3577452415,RU,13
3577452416,3577452543,GE,1
3577452544,3577479167,RU,13
3577479168,3577544703,ES,10
3577544704,3577545795,DE,9
3577545796,3577545799,GB,6
3577545800,3577545863,DE,9
3577545864,3577545871,US,7
3577545872,3577545983,DE,9
3577545984,3577546111,SE,1
3577546112,3577546159,DE,9
3577546160,3577546175,GB,6
3577546176,3577546239,DE,9
3577546240,3577546367,US,7
3577546368,3577546383,GB,6
3577546384,3577546415,DE,9
3577546416,3577546423,GB,6
3577546424,3577547455,DE,9
3577547456,3577547519,FR,8
3577547520,3577547743,DE,9
3577547744,3577547775,GB,6
3577547776,3577548287,DE,9
3577548288,3577548303,GB,6
3577548304,3577548319,DE,9
3577548320,3577548351,GB,6
3577548352,3577549055,DE,9
3577549056,3577549079,GB,6
3577549080,3577549119,DE,9
3577549120,3577549135,GB,6
3577549136,3577549599,DE,9
3577549600,3577549823,GB,6
3577549824,3577550847,DE,9
3577550848,3577551359,GB,6
3577551360,3577551407,DE,9
3577551408,3577551411,US,7
3577551412,3577551423,DE,9
3577551424,3577551455,GB,6
3577551456,3577552159,DE,9
3577552160,3577552175,GB,6
3577552176,3577552239,DE,9
3577552240,3577552247,GB,6
3577552248,3577552255,DE,9
3577552256,3577552263,GB,6
3577552264,3577552303,DE,9
3577552304,3577552311,GB,6
3577552312,3577552415,DE,9
3577552416,3577552447,GB,6
3577552448,3577553015,DE,9
3577553016,3577553023,GB,6
3577553024,3577553151,DE,9
3577553152,3577553407,GB,6
3577553408,3577553503,DE,9
3577553504,3577553535,GB,6
3577553536,3577553551,DE,9
3577553552,3577553567,GB,6
3577553568,3577553591,DE,9
3577553592,3577553607,GB,6
3577553608,3577553623,DE,9
3577553624,3577553663,GB,6
3577553664,3577553983,DE,9
3577553984,3577554463,GB,6
3577554464,3577554467,DE,9
3577554468,3577554483,GB,6
3577554484,3577554487,DE,9
3577554488,3577554647,GB,6
3577554648,3577554659,DE,9
3577554660,3577554663,GB,6
3577554664,3577554671,DE,9
3577554672,3577554687,GB,6
3577554688,3577556999,DE,9
3577557000,3577557007,GB,6
3577557008,3577557071,DE,9
3577557072,3577557087,GB,6
3577557088,3577557215,DE,9
3577557216,3577557231,US,7
3577557232,3577558783,DE,9
3577558784,3577559167,GB,6
3577559168,3577559183,DE,9
3577559184,3577559551,GB,6
3577559552,3577559559,DE,9
3577559560,3577559743,GB,6
3577559744,3577559751,DE,9
3577559752,3577559759,GB,6
3577559760,3577559767,DE,9
3577559768,3577559775,GB,6
3577559776,3577559783,DE,9
3577559784,3577559871,GB,6
3577559872,3577559911,DE,9
3577559912,3577559919,GB,6
3577559920,3577559935,DE,9
3577559936,3577559943,GB,6
3577559944,3577559951,DE,9
3577559952,3577559959,GB,6
3577559960,3577559967,DE,9
3577559968,3577559999,GB,6
3577560000,3577560047,DE,9
3577560048,3577560063,GB,6
3577560064,3577561087,DE,9
3577561088,3577561127,GB,6
3577561128,3577561131,DE,9
3577561132,3577561235,GB,6
3577561236,3577561263,DE,9
3577561264,3577561267,GB,6
3577561268,3577561271,DE,9
3577561272,3577561287,GB,6
3577561288,3577561323,DE,9
3577561324,3577561327,GB,6
3577561328,3577561331,DE,9
3577561332,3577561595,GB,6
3577561596,3577561631,DE,9
3577561632,3577561639,GB,6
3577561640,3577561687,DE,9
3577561688,3577561695,GB,6
3577561696,3577561879,DE,9
3577561880,3577561919,GB,6
3577561920,3577562087,DE,9
3577562088,3577562095,GB,6
3577562096,3577562391,DE,9
3577562392,3577562415,GB,6
3577562416,3577562439,DE,9
3577562440,3577562447,GB,6
3577562448,3577562455,DE,9
3577562456,3577562463,GB,6
3577562464,3577562479,DE,9
3577562480,3577562495,GB,6
3577562496,3577562511,DE,9
3577562512,3577562519,GB,6
3577562520,3577562535,DE,9
3577562536,3577562543,GB,6
3577562544,3577562559,DE,9
3577562560,3577562623,GB,6
3577562624,3577562935,DE,9
3577562936,3577562991,GB,6
3577562992,3577562999,DE,9
3577563000,3577563007,GB,6
3577563008,3577563015,DE,9
3577563016,3577563135,GB,6
3577563136,3577563903,DE,9
3577563904,3577563911,GB,6
3577563912,3577563919,DE,9
3577563920,3577563927,GB,6
3577563928,3577564039,DE,9
3577564040,3577564043,GB,6
3577564044,3577564583,DE,9
3577564584,3577564591,GB,6
3577564592,3577564663,DE,9
3577564664,3577564671,GB,6
3577564672,3577564927,DE,9
3577564928,3577565227,GB,6
3577565228,3577565255,DE,9
3577565256,3577565259,GB,6
3577565260,3577565271,DE,9
3577565272,3577565283,GB,6
3577565284,3577565287,DE,9
3577565288,3577566207,GB,6
3577566208,3577566219,DE,9
3577566220,3577566463,GB,6
3577566464,3577566519,DE,9
3577566520,3577566527,GB,6
3577566528,3577566847,DE,9
3577566848,3577567231,GB,6
3577567232,3577567663,DE,9
3577567664,3577567743,GB,6
3577567744,3577568255,DE,9
3577568256,3577569279,GB,6
3577569280,3577569499,DE,9
3577569500,3577569503,GB,6
3577569504,3577569887,DE,9
3577569888,3577569903,GB,6
3577569904,3577570159,DE,9
3577570160,3577570175,GB,6
3577570176,3577570271,DE,9
3577570272,3577570303,GB,6
3577570304,3577570367,DE,9
3577570368,3577570559,GB,6
3577570560,3577570591,DE,9
3577570592,3577570607,GB,6
3577570608,3577570703,DE,9
3577570704,3577570707,GB,6
3577570708,3577570719,DE,9
3577570720,3577570751,GB,6
3577570752,3577570775,DE,9
3577570776,3577570783,GB,6
3577570784,3577570887,DE,9
3577570888,3577570895,GB,6
3577570896,3577570911,DE,9
3577570912,3577570943,GB,6
3577570944,3577571047,DE,9
3577571048,3577571055,GB,6
3577571056,3577571399,DE,9
3577571400,3577571407,GB,6
3577571408,3577571439,DE,9
3577571440,3577571447,GB,6
3577571448,3577571663,DE,9
3577571664,3577571695,GB,6
3577571696,3577571711,DE,9
3577571712,3577571839,GB,6
3577571840,3577573051,DE,9
3577573052,3577573079,GB,6
3577573080,3577573183,DE,9
3577573184,3577573199,GB,6
3577573200,3577573439,DE,9
3577573440,3577574399,GB,6
3577574400,3577574407,DE,9
3577574408,3577575175,GB,6
3577575176,3577575191,DE,9
3577575192,3577575431,GB,6
3577575432,3577575583,DE,9
3577575584,3577575599,GB,6
3577575600,3577575655,DE,9
3577575656,3577575663,GB,6
3577575664,3577576735,DE,9
3577576736,3577576751,GB,6
3577576752,3577576799,DE,9
3577576800,3577576831,GB,6
3577576832,3577576943,DE,9
3577576944,3577576959,GB,6
3577576960,3577577231,DE,9
3577577232,3577577247,US,7
3577577248,3577577455,DE,9
3577577456,3577577471,GB,6
3577577472,3577577647,DE,9
3577577648,3577577655,GB,6
3577577656,3577577703,DE,9
3577577704,3577577711,GB,6
3577577712,3577577923,DE,9
3577577924,3577577927,GB,6
3577577928,3577579055,DE,9
3577579056,3577579063,GB,6
3577579064,3577579127,DE,9
3577579128,3577579135,GB,6
3577579136,3577579183,DE,9
3577579184,3577579191,GB,6
3577579192,3577580383,DE,9
3577580384,3577580399,GB,6
3577580400,3577580455,DE,9
3577580456,3577580463,GB,6
3577580464,3577580483,DE,9
3577580484,3577580487,GB,6
3577580488,3577582111,DE,9
3577582112,3577582335,GB,6
3577582336,3577582487,DE,9
3577582488,3577582495,GB,6
3577582496,3577583239,DE,9
3577583240,3577583247,GB,6
3577583248,3577584143,DE,9
3577584144,3577584147,GB,6
3577584148,3577584279,DE,9
3577584280,3577584287,GB,6
3577584288,3577584395,DE,9
3577584396,3577584399,GB,6
3577584400,3577584623,DE,9
3577584624,3577584639,GB,6
3577584640,3577584895,DE,9
3577584896,3577584911,GB,6
3577584912,3577585463,DE,9
3577585464,3577585487,GB,6
3577585488,3577585631,DE,9
3577585632,3577585639,GB,6
3577585640,3577586047,DE,9
3577586048,3577586067,GB,6
3577586068,3577586071,DE,9
3577586072,3577586075,GB,6
3577586076,3577586079,DE,9
3577586080,3577586083,GB,6
3577586084,3577586087,DE,9
3577586088,3577586171,GB,6
3577586172,3577586175,DE,9
3577586176,3577586207,GB,6
3577586208,3577586383,DE,9
3577586384,3577586391,GB,6
3577586392,3577586615,DE,9
3577586616,3577586623,GB,6
3577586624,3577586647,DE,9
3577586648,3577586687,GB,6
3577586688,3577586751,DE,9
3577586752,3577586783,GB,6
3577586784,3577587239,DE,9
3577587240,3577587319,GB,6
3577587320,3577587327,DE,9
3577587328,3577587455,GB,6
3577587456,3577587479,DE,9
3577587480,3577587487,GB,6
3577587488,3577587503,DE,9
3577587504,3577587519,GB,6
3577587520,3577587615,DE,9
3577587616,3577587623,GB,6
3577587624,3577587823,DE,9
3577587824,3577587839,GB,6
